139	144	17.1088888889	0.104
157	144	17.1075	0.1
158	144	17.11	0.102
159	144	17.1116666667	0.104
160	145	17.1222222222	0.098
161	144	17.1141666667	0.111
162	145	17.1208333333	0.096
163	145	17.1247222222	0.103
164	145	17.1233333333	0.101
165	147	17.1325	0.091
166	145	17.1258333333	0.095
167	147	17.1363888889	0.083
168	147	17.1338888889	0.094
169	147	17.1377777778	0.094
171	147	17.1397222222	0.088
319	147	24.0233333333	0.003
