          3	        144	          0	      0.007	
          4	        144	0.000833333	      0.007	
          5	        144	     0.0025	      0.007	
          6	        144	 0.00388889	      0.009	
          7	        144	       0.01	     -0.001	
         15	        144	   0.860556	      0.001	
         17	        144	   0.858611	          0	
         18	        144	   0.861944	      0.001	
         19	        144	      0.865	          0	
         21	        144	   0.866111	      0.001	
         30	        144	    1.88917	      0.017	
         32	        144	    1.88778	      0.012	
         34	        144	     1.8925	      0.019	
         35	        144	    1.89361	      0.018	
         36	        144	    1.89472	      0.017	
         44	        144	    2.84833	       0.06	
         47	        144	    2.84667	      0.062	
         48	        144	    2.84944	      0.058	
         49	        144	    2.85083	      0.059	
         51	        144	    2.85194	      0.063	
         63	        144	    4.30972	      0.106	
         65	        144	     4.3425	      0.106	
         74	        144	    4.34028	      0.097	
         75	        144	    4.34111	      0.107	
         76	        144	    4.93194	      0.122	
         77	        144	    4.34333	      0.107	
         78	        144	    4.34444	      0.108	
         79	        144	    4.93083	      0.132	
         80	        144	    4.93306	      0.128	
         82	        144	    4.93417	      0.126	
         83	        144	    4.93556	      0.124	
         97	        144	    5.42917	      0.147	
         98	        144	    5.43028	      0.145	
         99	        144	    5.43167	      0.146	
        100	        144	     5.4325	      0.144	
        101	        144	    5.43417	      0.145	
        102	        144	    6.02167	      0.146	
        112	        144	    6.02056	      0.147	
        113	        144	    6.02278	      0.145	
        115	        144	    6.02389	      0.146	
        116	        144	    6.02528	      0.153	
        126	        144	        6.5	      0.132	
        127	        144	    6.47028	      0.171	
        128	        144	    6.47167	      0.179	
        129	        144	    6.47306	      0.181	
        130	        144	    6.47417	      0.197	
        131	        144	    6.47556	      0.217	
        142	        144	    6.83361	      0.157	
        143	        144	    6.83472	      0.151	
        144	        144	    6.83583	      0.157	
        145	        144	    6.83722	      0.151	
        146	        144	    6.83806	      0.153	
        170	        144	      8.085	      0.186	
        172	        144	    8.08361	      0.184	
        174	        144	    8.08639	      0.185	
        175	        144	    8.08861	      0.185	
        176	        144	    8.08972	      0.186	
        187	        144	    8.44222	      0.173	
        188	        144	    8.44361	      0.173	
        189	        144	    8.44472	      0.177	
        190	        144	    8.44583	       0.17	
        191	        144	     8.4475	       0.17	
        195	        144	    8.99167	      0.194	
        202	        144	    8.98667	      0.187	
        203	        144	    8.98833	      0.183	
        204	        144	       8.99	      0.194	
        205	        144	    8.99278	      0.187	
        215	        144	    9.44528	      0.196	
        217	        144	    9.44417	      0.191	
        218	        144	    9.44667	      0.193	
        220	        144	    9.44833	      0.193	
        221	        144	    9.45028	      0.188	
        222	        144	    9.45222	      0.195	
        228	        144	    9.99056	        0.2	
        229	        144	    9.99222	      0.198	
        230	        144	    9.99333	      0.193	
        231	        144	    9.99528	        0.2	
        232	        144	    9.99639	      0.203	
        240	        144	    10.3694	      0.197	
        243	        144	    10.3706	       0.19	
        245	        144	    10.3725	      0.183	
        246	        144	    10.3739	      0.187	
        247	        144	    10.3753	      0.188	
        259	        144	    11.0669	      0.201	
        260	        144	    11.0683	      0.208	
        261	        144	    11.0697	       0.21	
        262	        144	    11.0719	      0.202	
        263	        144	    11.0733	        0.2	
        279	        144	    11.8514	      0.201	
        280	        144	    11.8528	      0.199	
        281	        144	    11.8542	      0.199	
        282	        144	    11.8553	      0.195	
        283	        144	    11.8567	      0.197	
        290	        144	    12.8631	      0.225	
        291	        144	    12.8647	      0.225	
        292	        144	    12.8661	      0.221	
        293	        144	    12.8675	       0.23	
        294	        144	    12.8692	      0.223	
        301	        144	    13.9331	      0.233	
        305	        144	      13.93	      0.235	
        306	        144	    13.9317	      0.232	
        307	        144	    13.9358	      0.234	
        309	        144	    13.9372	      0.231	
        320	        144	     14.825	      0.235	
        321	        144	    14.8267	      0.236	
        323	        144	    14.8278	       0.24	
        324	        144	    14.8292	       0.23	
        325	        144	    14.8311	      0.236	
        335	        144	    15.7356	      0.244	
        336	        144	    15.7378	      0.247	
        337	        144	      15.74	      0.252	
        338	        144	    15.7414	      0.243	
        339	        144	    15.7425	      0.241	
