0.00333333,0.0025,0.00152145,0.00129099
0.00333333,0.0025,0.00152145,0.00129099
0.00333333,0.0025,0.00152145,0.00129099
0.863195,-0.0005,0.00157949,0.00057735
0.863195,-0.0005,0.00157949,0.00057735
0.863195,-0.0005,0.00157949,0.00057735
1.91673,0.00775,0.00140339,0.000957427
1.91673,0.00775,0.00140339,0.000957427
1.91673,0.00775,0.00140339,0.000957427
2.85007,0.026,0.00140833,0.00141421
2.85007,0.026,0.00140833,0.00141421
2.85007,0.026,0.00140833,0.00141421
4.31083,0.08375,0.001433,0.0015
4.31083,0.08375,0.001433,0.0015
4.31083,0.08375,0.001433,0.0015
4.93306,0.09675,0.00189569,0.00221736
4.93306,0.09675,0.00189569,0.00221736
4.93306,0.09675,0.00189569,0.00221736
5.4341,0.11775,0.00133117,0.0030957
5.4341,0.11775,0.00133117,0.0030957
5.4341,0.11775,0.00133117,0.0030957
6.02473,0.12525,0.001433,0.00320156
6.02473,0.12525,0.001433,0.00320156
6.02473,0.12525,0.001433,0.00320156
6.57264,0.13625,0.178627,0.00386221
6.57264,0.13625,0.178627,0.00386221
6.57264,0.13625,0.178627,0.00386221
7.15604,0.14475,0.624862,0.014198
7.15604,0.14475,0.624862,0.014198
7.15604,0.14475,0.624862,0.014198
8.18222,0.16325,0.175933,0.004272
8.18222,0.16325,0.175933,0.004272
8.18222,0.16325,0.175933,0.004272
8.58542,0.16825,0.270293,0.00960469
8.58542,0.16825,0.270293,0.00960469
8.58542,0.16825,0.270293,0.00960469
9.11208,0.17925,0.235099,0.00386221
9.11208,0.17925,0.235099,0.00386221
9.11208,0.17925,0.235099,0.00386221
9.60174,0.1885,0.26144,0.00208167
9.60174,0.1885,0.26144,0.00208167
9.60174,0.1885,0.26144,0.00208167
10.187,0.19075,0.220592,0.00125831
10.187,0.19075,0.220592,0.00125831
10.187,0.19075,0.220592,0.00125831
10.5549,0.196,0.345487,0.00270801
10.5549,0.196,0.345487,0.00270801
10.5549,0.196,0.345487,0.00270801
11.2686,0.2065,0.385386,0.00896289
11.2686,0.2065,0.385386,0.00896289
11.2686,0.2065,0.385386,0.00896289
11.8499,0.2255,0.00165429,0.00310913
11.8499,0.2255,0.00165429,0.00310913
11.8499,0.2255,0.00165429,0.00310913
13.1506,0.232,0.542551,0.0127279
13.1506,0.232,0.542551,0.0127279
13.1506,0.232,0.542551,0.0127279
14.1844,0.22775,0.434501,0.0120104
14.1844,0.22775,0.434501,0.0120104
14.1844,0.22775,0.434501,0.0120104
15.0676,0.246,0.454571,0.0113431
15.0676,0.246,0.454571,0.0113431
15.0676,0.246,0.454571,0.0113431
