0.0252778,0.00225,0.00202858,0.00125831
0.0252778,0.00225,0.00202858,0.00125831
0.0252778,0.00225,0.00202858,0.00125831
0.885,-0.00225,0.0020284,0.000957427
0.885,-0.00225,0.0020284,0.000957427
0.885,-0.00225,0.0020284,0.000957427
1.93292,-0.057,0.0023149,0.071861
1.93292,-0.057,0.0023149,0.071861
1.93292,-0.057,0.0023149,0.071861
2.87076,0.025,0.00215631,0.00216025
2.87076,0.025,0.00215631,0.00216025
2.87076,0.025,0.00215631,0.00216025
3.96944,0.06925,0.730003,0.0295
3.96944,0.06925,0.730003,0.0295
3.96944,0.06925,0.730003,0.0295
4.95472,0.10075,0.00231465,0.00607591
4.95472,0.10075,0.00231465,0.00607591
4.95472,0.10075,0.00231465,0.00607591
5.4559,0.12225,0.00154399,0.00236291
5.4559,0.12225,0.00154399,0.00236291
5.4559,0.12225,0.00154399,0.00236291
6.04535,0.13575,0.00199395,0.00287228
6.04535,0.13575,0.00199395,0.00287228
6.04535,0.13575,0.00199395,0.00287228
6.50167,0.1415,0.00172825,0.00173205
6.50167,0.1415,0.00172825,0.00173205
6.50167,0.1415,0.00172825,0.00173205
6.85833,0.147,0.00172825,0.00141421
6.85833,0.147,0.00172825,0.00141421
6.85833,0.147,0.00172825,0.00141421
8.11173,0.175,0.00213216,0.00216025
8.11173,0.175,0.00213216,0.00216025
8.11173,0.175,0.00213216,0.00216025
8.46882,0.17,0.00243742,0.00316228
8.46882,0.17,0.00243742,0.00316228
8.46882,0.17,0.00243742,0.00316228
9.01389,0.1825,0.00172664,0.00479583
9.01389,0.1825,0.00172664,0.00479583
9.01389,0.1825,0.00172664,0.00479583
10.0166,0.20025,0.00169386,0.0025
10.0166,0.20025,0.00169386,0.0025
10.0166,0.20025,0.00169386,0.0025
10.3985,0.20125,0.00268499,0.004272
10.3985,0.20125,0.00268499,0.004272
10.3985,0.20125,0.00268499,0.004272
11.0953,0.2115,0.00224648,0.00310913
11.0953,0.2115,0.00224648,0.00310913
11.0953,0.2115,0.00224648,0.00310913
11.8438,0.213,0.00293414,0.00374166
11.8438,0.213,0.00293414,0.00374166
11.8438,0.213,0.00293414,0.00374166
12.8939,0.213,0.00277609,0.00316228
12.8939,0.213,0.00277609,0.00316228
12.8939,0.213,0.00277609,0.00316228
13.9849,0.2225,0.00353683,0.00443471
13.9849,0.2225,0.00353683,0.00443471
13.9849,0.2225,0.00353683,0.00443471
14.8558,0.23,0.00205345,0.0034641
14.8558,0.23,0.00205345,0.0034641
14.8558,0.23,0.00205345,0.0034641
15.7636,0.241,0.00191137,0.00244949
15.7636,0.241,0.00191137,0.00244949
15.7636,0.241,0.00191137,0.00244949
